1,17567,11476
2,16930,11847
3,16675,12728
4,17041,13214
5,16770,10670
6,17657,11693
7,17354,11826
8,17326,10218
9,17478,11775
10,17402,12927
11,16987,12759
12,17659,10544
13,17137,10343
14,17317,10639
15,16883,12387
16,17132,10890
17,16694,11570
18,17726,10731
19,16767,11453
20,17318,10383
21,17561,12799
22,17470,11575
23,17424,12085
24,17687,10512
25,17277,12693
26,16958,11682
27,17078,12939
28,17455,10612
29,16827,12730
30,16805,12479
31,17748,10754
32,17231,10990
33,16879,10943
34,18682,11163
35,16921,12926
36,16819,12519
37,16702,10333
38,16826,12106
39,17527,10962
40,17055,10935
41,17650,10723
42,16764,11406
43,19755,12136
44,17729,10957
45,16999,13279
46,17304,11910
47,16743,11954
48,17153,11849
49,17046,10114
50,17389,12376
51,17188,11891
52,16863,13066
53,17365,13285
54,17328,12662
55,16886,11187
56,16710,12136
57,16915,11158
58,17262,12551
59,17497,11685
60,17306,12761
61,17333,12702
62,16828,10582
63,17100,13281
64,17294,12825
65,17417,12720
66,17010,11646
67,17668,12213
68,16811,11408
69,17723,11678
70,17963,11974
71,16950,12195
72,17297,10460
73,18475,11248
74,16923,11595
75,16836,11875
76,17191,11272
77,17555,10789
78,17735,12819
79,16758,10733
80,16699,11010
81,17683,10363
82,16846,11610
83,17372,10229
84,17639,10415
85,17652,10450
86,17212,11165
87,17524,11956
88,17132,10172
89,17398,12469
90,17495,11403
91,16762,11818
92,16720,11779
93,17580,11691
94,17213,12863
95,16799,12192
96,17766,11137
97,17252,11637
98,16838,12814
99,17523,10236
100,17851,12947
101,17487,13026
102,18263,10527
103,17553,11683
104,17123,11232
105,17360,12260
106,17629,11932
107,17088,12387
108,16749,11879
109,17115,13016
110,17028,10980
111,16899,12689
112,17330,12578
113,17255,11699
114,17312,10296
115,17323,12411
116,17007,10335
117,17446,11519
118,16805,12164
119,17240,12622
120,17446,11141
121,16763,13219
122,17413,10192
123,17287,11403
124,17277,13167
125,17158,12421
