1,3262,18152
2,567,17783
3,3234,19240
4,141,17606
5,658,18566
6,1398,18119
7,1378,17453
8,2841,17604
9,948,16976
10,2638,19042
11,1153,18165
12,168,18584
13,2741,19399
14,2955,19445
15,129,19244
16,2321,18299
17,1593,19221
18,3154,18607
19,110,18932
20,2556,17565
21,2574,16751
22,1964,19649
23,2272,17737
24,2034,19877
25,1275,18963
26,1703,19503
27,2066,17240
28,1983,18741
29,2967,17111
30,1995,19068
31,2435,18830
32,2232,19533
33,2420,17246
34,2421,19451
35,763,17370
36,2599,17812
37,268,19874
38,1091,19907
39,2367,17934
40,2701,18362
41,2194,17037
42,1466,16974
43,364,19087
44,2824,18091
45,1540,18760
46,2148,18448
47,356,19380
48,592,19289
49,2726,19749
50,3076,18857
51,2589,18122
52,1698,17141
53,2474,17008
54,1588,17582
55,492,19871
56,2057,16711
57,2169,18767
58,560,19579
59,3095,16826
60,1020,19663
61,2946,17871
62,112,16860
63,1430,19613
64,1906,16988
65,1315,18406
66,2423,18550
67,1615,18462
68,351,19667
69,3096,19872
70,393,16728
71,1260,17276
72,1740,18134
73,1173,17015
74,1779,19749
75,2101,17527
76,2910,19065
77,1856,18413
78,850,19419
79,187,17849
80,1016,18820
81,2711,18587
82,705,16962
83,146,18214
84,1409,19855
85,1015,17310
86,1835,17399
87,2289,16803
88,136,19521
89,2781,18757
90,861,18356
91,102,19791
92,1163,19339
93,3219,17661
94,1812,17737
95,2033,18047
96,871,19084
97,1905,19366
98,870,18062
99,468,17577
100,387,18114
101,3138,17423
102,1186,16724
103,790,17608
104,3242,17135
105,1659,16825
106,166,17263
107,674,18863
108,2831,16778
109,3234,19670
110,2149,17843
111,333,16934
112,2360,19818
113,2746,17319
114,1512,17234
115,1731,18924
116,1512,17791
117,2373,19130
118,998,18573
119,1247,17829
120,442,17224
121,3003,18295
122,852,19870
123,586,18234
124,1070,17612
125,2703,17007
126,436,18760
