1,3344,16695
2,6612,16979
3,6665,16823
4,6117,16826
5,4281,18007
6,6640,17598
7,6128,16721
8,4577,18035
9,6574,17018
10,4368,18299
11,6480,19014
12,5157,18427
13,5015,17017
14,6551,16717
15,6174,17001
16,6210,16726
17,3370,18718
18,5426,18556
19,6421,19580
20,6172,16926
21,6511,16715
22,6572,17785
23,6643,16921
24,4746,17623
25,4843,19085
26,3794,18890
27,6296,17089
28,3567,17291
29,6194,18539
30,6282,16926
31,6378,16869
32,6332,16696
33,5483,19867
34,4664,17208
35,6155,17738
36,5821,17377
37,5199,18723
38,6066,17987
39,5510,17682
40,3534,16989
41,5254,17963
42,6573,16783
43,6425,17055
44,5968,19074
45,6060,18868
46,6408,17090
47,6199,16879
48,4460,17015
49,6356,17067
50,6214,16775
51,6430,16924
52,5743,17694
53,6327,17977
54,6402,16686
55,3490,18482
56,4101,18519
57,3637,19240
58,6103,16974
59,4128,19917
60,3465,19028
61,4062,19195
62,5848,17867
63,5859,17130
64,6482,17031
65,6509,16923
66,4798,18076
67,5147,16688
68,6229,17091
69,5376,17173
70,5255,17495
71,4999,19544
72,6599,16728
73,6537,16963
74,3884,17214
75,6159,16828
76,6194,17061
77,5882,16904
78,6163,19825
79,5438,16976
80,3648,18210
81,5856,19841
82,4849,17137
83,6513,18296
84,4028,18318
85,6573,16918
86,5657,17972
87,6309,17044
88,6344,17007
89,5322,19085
90,4514,19495
91,4532,19806
92,4283,16736
93,4911,17394
94,3702,18008
95,3395,19482
96,6358,16934
97,4199,19451
98,4036,18052
99,6248,16960
100,6314,16869
101,4455,17394
102,4143,18847
103,4374,18630
104,6633,18530
105,6271,19028
106,6224,17018
107,5127,19268
108,6083,17085
109,5259,19682
110,6618,16842
111,6259,16716
112,6188,16960
113,3602,19624
114,5870,18574
115,3513,17478
116,4470,17662
117,5481,18858
118,5686,19155
119,4974,16765
120,6600,18006
121,6453,16696
122,6125,16949
123,6626,17357
124,5906,18337
125,4788,18306
126,3861,18584
127,6122,16894
128,6142,17173
129,4972,17735
130,6265,17044
131,5728,17008
132,4617,18448
133,6514,17132
134,6612,17074
135,6609,19841
136,4015,17809
137,5594,17247
138,6389,17016
139,4658,18893
140,6478,16961
141,6030,17266
142,6527,16777
143,6659,16770
144,4718,16702
145,5140,19872
146,5788,18858
147,5521,19571
148,6118,17476
149,6404,16787
150,6281,16761
151,6627,16788
152,3463,19350
153,6461,16804
154,4088,17475
155,6477,16746
156,3796,17531
157,5979,18146
158,6051,19286
159,5396,16740
160,5852,16765
161,3830,19755
162,5622,17495
163,5388,19323
164,6133,19572
165,6460,16873
166,6363,19307
167,4761,19421
168,5194,16951
169,3418,19882
170,3395,17913
171,5664,16812
172,6288,17001
173,4766,16947
174,6262,16808
175,5025,17990
176,5065,18933
177,6611,16890
178,5613,18175
179,5096,18215
180,6536,16860
181,4215,19714
182,4138,17207
183,4126,16980
184,4500,16822
185,4358,19011
186,5415,18249
187,5780,19522
188,6561,18827
189,4041,16749
190,4791,19830
191,4535,17819
192,5121,17324
193,6423,16734
194,5169,17671
195,3684,17737
196,6368,17150
197,6333,16800
198,4764,18659
199,3824,16988
200,6657,16994
201,6235,18221
202,5334,17341
203,4585,19189
204,6339,17596
205,3810,19409
206,6010,16862
207,6348,16755
208,5912,17503
209,6625,19226
210,6437,16997
211,6274,18768
212,6478,17075
213,6291,17295
214,6553,17079
215,6444,17352
216,6635,16729
