1,10850,4719
2,11793,3993
3,10977,3660
4,13180,3350
5,12386,3346
6,10225,5481
7,10664,3775
8,10018,4200
9,11027,5297
10,13029,5088
11,11077,3422
12,10442,3538
13,10248,5643
14,10436,3386
15,10892,3706
16,11578,3475
17,12889,3474
18,13177,3436
19,10029,6026
20,10843,3817
21,12725,3429
22,12020,4295
23,12938,4803
24,12191,5870
25,11370,4618
26,12424,6200
27,13061,5312
28,12992,4084
29,12450,5427
30,12130,4126
31,10434,3497
32,10381,4534
33,12929,4747
34,12702,4461
35,12317,3951
36,10292,4761
37,10491,3691
38,11403,4213
39,11506,4868
40,12678,4153
41,12728,3985
42,10506,4667
43,11482,3625
44,12065,6136
45,13232,4674
46,12091,4109
47,13260,4917
48,11086,3718
49,10940,3791
50,12378,3508
51,11943,3432
52,11109,4579
53,10034,5736
54,11135,3592
55,12309,3450
56,10295,5739
57,11860,5140
58,12122,3730
59,12102,4261
60,13140,3657
61,12178,4397
62,12221,4741
63,13043,4512
64,11485,3552
65,10861,3474
66,11618,3637
67,10276,3542
68,10258,4723
69,10825,3644
70,12133,4674
71,10667,3897
72,10766,4771
73,10069,4311
74,12406,4497
75,12982,4115
76,11673,4786
77,11660,3844
78,12209,4771
79,12681,5050
80,10070,5845
81,12566,4049
82,13183,3885
83,12862,4501
84,12755,6244
85,10640,5991
86,13227,4997
87,12007,3531
88,10543,5015
89,12442,5743
90,10430,6465
91,13134,6100
92,10739,4342
93,11708,3578
94,10615,5532
95,11814,4544
96,12875,4650
97,10829,4257
98,10782,6422
99,12967,3705
100,10725,4788
101,13144,5622
102,11583,3834
103,10180,4554
104,10239,5710
105,11408,4028
106,11038,3856
107,12424,3861
108,10909,3544
109,10573,4101
110,13334,3663
111,13036,3366
112,10097,5562
113,11898,4310
114,11925,5269
115,11443,3735
116,13165,4069
117,13278,3460
118,11591,4275
119,13065,5991
120,11331,5162
121,11222,3779
122,10590,5538
123,12408,4034
124,12380,5090
125,12498,6641
126,10234,4390
127,11506,5285
128,12117,5279
129,11293,6088
130,12285,3404
131,12609,4885
132,12659,4547
133,10430,4641
134,11727,6604
135,13203,3510
136,10488,5147
137,12011,4361
138,13195,6334
139,11574,4415
140,12060,5730
141,12276,5651
142,11309,3682
143,10708,3937
144,11341,4894
145,11007,3881
146,12918,5993
147,11594,5997
148,11576,4636
149,12896,3548
150,12641,3776
151,12585,6314
152,11115,5677
153,11373,3935
154,10625,3666
155,12736,4946
156,11378,3886
157,10764,3463
158,12056,5004
159,11015,3793
160,10043,4547
161,13038,4280
162,12217,5429
163,10569,4199
164,12279,3480
165,12101,4496
166,12933,5932
167,12379,6115
168,10344,5145
169,10155,4874
170,11409,3389
171,12213,4084
172,11106,4374
173,11154,3504
174,13191,3480
175,13295,6662
176,12801,3941
177,10672,4570
178,10549,3883
179,11416,4253
180,12562,4366
181,13019,5050
182,12957,4293
183,11972,4432
184,10539,4792
185,11573,5004
186,11582,3709
187,12529,4284
188,13120,3439
189,13300,5499
190,11439,3790
191,10818,3921
192,11142,5975
193,10971,4223
194,11045,4467
195,12346,4671
196,13318,5562
197,12964,3524
198,11327,4197
199,10819,4865
200,11682,4507
201,12342,3352
202,11100,4117
203,11841,5690
204,10703,4644
205,12876,6193
206,12459,5310
207,10194,5501
208,13112,4285
209,10903,3984
210,10703,3831
211,12694,5119
212,10161,4810
213,11955,3398
214,13285,5103
215,12144,5381
216,11188,5193
217,12004,4254
218,13156,5738
219,10780,5052
220,12628,5818
221,12920,4553
222,13130,3351
223,12621,3980
224,11133,4804
225,12282,3813
226,11445,4658
227,13086,5684
228,11509,5472
229,12526,5795
